0.0,0.0,0.0,0.0,1
0.017599,-0.119211,-0.026756000000000002,0.033241,2
-0.02308,-0.094256,-0.0187989,0.022202,2
-0.044882000000000005,-0.060465000000000005,-0.031054900000000003,-0.004419000000000003,2
-0.054179000000000005,-0.022494000000000007,-0.0774839,-0.0014620000000000024,2
-0.06950100000000001,-0.07346,-0.01070489999999999,0.00028779999999999756,15
-0.06333580000000001,-0.034516,-0.057979899999999994,-0.0436602,7
-0.11401180000000001,-0.086393,0.04628610000000002,-0.0523327,1
-0.10927500000000001,-0.052787999999999995,0.0012221000000000176,-0.0927637,10
-0.10327000000000001,-0.03346099999999999,-0.03166589999999998,-0.0960052,4
-0.08334800000000002,-0.150003,-0.05820789999999998,-0.0438982,5
-0.11604500000000001,-0.10658899999999999,-0.09509189999999998,-0.0409153,8
-0.11483240000000002,-0.10435429999999998,-0.09982459999999999,-0.031212900000000002,4
-0.1664934,-0.02392129999999998,-0.09938194999999998,-0.07619590000000001,3
-0.14846340000000002,-0.14273929999999999,-0.11983994999999999,-0.023467900000000007,22
-0.17729240000000002,-0.10377529999999999,-0.12172794999999999,-0.03513990000000001,3
-0.17211240000000003,-0.10118879999999998,-0.13013645,-0.02552810000000001,10
-0.20353540000000003,-0.23155379999999998,0.026636550000000037,-0.03214460000000001,1
-0.23507640000000002,-0.17984279999999997,-0.03935444999999996,-0.03789010000000001,6
-0.23376200000000003,-0.16206779999999996,-0.12267044999999996,-0.04141150000000001,6
-0.21181900000000004,-0.11656479999999995,-0.17243044999999996,-0.06866550000000002,18
-0.18534000000000003,-0.21793879999999993,-0.15912044999999997,-0.01395850000000002,14
-0.19928600000000002,-0.19480479999999994,-0.16357034999999998,-0.02886350000000002,3
-0.17897600000000002,-0.17628479999999994,-0.19369134999999998,-0.02883347000000002,11
-0.20984200000000003,-0.24264679999999994,-0.08828634999999999,-0.03775167000000002,5
-0.20383700000000002,-0.23265229999999995,-0.11041234999999999,-0.03677768000000002,5
-0.19643030000000003,-0.21535329999999994,-0.14237534999999998,-0.03823468000000002,4
-0.18415130000000002,-0.17504429999999993,-0.18881035,-0.07735968000000001,157
-0.1874433,-0.13049229999999995,-0.23452835,-0.06747168,7
-0.2000113,-0.14522529999999995,-0.20581035,-0.06300638,8
-0.2350713,-0.2708923,-0.054204349999999984,-0.07052798,6
-0.23233820000000002,-0.22211929999999996,-0.10339835,-0.12872598000000002,35
-0.25262320000000005,-0.18365129999999996,-0.10974185,-0.14047598000000003,30
-0.24042520000000006,-0.16266929999999996,-0.14169585,-0.13919168000000004,28
-0.23397800000000007,-0.11660729999999996,-0.22516585,-0.11209268000000004,3
-0.26365000000000005,-0.24947629999999993,-0.09043884999999999,-0.13836368000000004,20
-0.28370100000000004,-0.18083829999999992,-0.17175885,-0.13596268000000006,16
-0.27810710000000005,-0.18394229999999992,-0.16992815,-0.13149738000000005,22
-0.26130810000000004,-0.14187429999999993,-0.21532615,-0.15542838000000006,5
-0.29489010000000004,-0.21427829999999992,-0.10090714999999999,-0.16113968000000006,5
-0.30008480000000004,-0.18164529999999993,-0.13180214999999998,-0.15129048000000006,1
-0.3033772,-0.13709329999999992,-0.17752015,-0.14140248000000005,29
-0.30528530000000004,-0.22839029999999994,-0.14027014999999998,-0.08317848000000005,8
-0.29176730000000006,-0.21779529999999994,-0.16370715,-0.07917868000000006,22
-0.29696230000000007,-0.18516229999999995,-0.19460215,-0.06932968000000006,11
-0.2931986000000001,-0.19339809999999993,-0.18674785,-0.06187728000000006,21
